response_id,preferred_remote_time_after_covid,employer_encourage_remote_future,employer_support_remote_future,remote_work_choice_future,remote_productivity,commute_hours_office,work_hours_office,personal_family_hours_office,caring_hours_office,commute_hours_remote,work_hours_remote,personal_family_hours_remote,caring_hours_remote
1004,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1005,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1006,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1007,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1008,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1009,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1010,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1011,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1012,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1013,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1014,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1015,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1016,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1017,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1018,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1019,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1020,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1021,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1022,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1023,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1024,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1025,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1026,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1027,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1028,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,9,5,3
1029,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,9,5,3
1030,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,9,5,3
1031,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,9,5,3
1032,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,9,5,3
1033,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,9,5,3
1034,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,9,5,3
1035,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2.5,0.5,9,5,3
1036,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2.5,0.5,9,5,3
1037,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2.5,0.5,9,5,3
1038,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2.5,0.5,9,5,3
1039,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2.5,0.5,9,5,3
1040,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,2.65,0.5,9,5,3
1041,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1042,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1043,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1044,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1045,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1046,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1047,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1048,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1049,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1050,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1051,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1052,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1053,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1054,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1055,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1056,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1057,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1058,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1059,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1060,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1061,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1062,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1063,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1064,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1065,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1066,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1067,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5,3
1068,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5.5,3
1069,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5.5,3
1070,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,I’m 50% more productive when working remotely (or more),2,8,4,3,0.5,9,5.5,3
1071,50% - About half of my time,Somewhat disagree,Somewhat disagree,Strongly agree,My productivity is about same when I work remotely,2,8,4,3,0.5,9,5.5,3
1072,50% - About half of my time,Strongly agree,Somewhat disagree,Strongly agree,My productivity is about same when I work remotely,2,8,4,3,0.5,9,5.5,3
1073,50% - About half of my time,Strongly agree,Somewhat disagree,Strongly agree,My productivity is about same when I work remotely,2,8,4,3,0.5,9,5.5,3
1074,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,4,3,0.5,9,5.5,3
1075,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,4,3,0.5,9,5.5,3
1076,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,4,3,0.5,9,6,3
1077,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,4.5,3,0.5,9,6,3
1078,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,4.5,3,0.5,9,6,3
1079,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,4.5,3,0.5,9,6,3
1080,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,4.5,3,0.5,9,6,3
1081,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,4.5,3,0.5,9,6,3
1082,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,4.5,3,0.5,9,6,3
1083,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,4.5,3,0.5,9,6,3
1084,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,4.5,3,0.5,9,6,3
1085,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1086,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1087,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1088,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1089,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1090,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1091,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1092,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1093,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1094,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1095,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1096,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1097,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1098,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1099,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1100,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1101,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
1102,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,5,3,0.5,9,6,3
