response_id,birth_year,gender,industry,industry_detail,occupation,occupation_detail,company_size,is_manager,household_type,job_tenure,region_type
1356,1960,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,Between 5 and 19,No,Couple with no dependent children,More than 5 years,Metro
1502,1955,Male,Financial and Insurance Services,Auxiliary Finance and Insurance Services,Professionals,"Business, Human Resource and Marketing Professionals",I am the only employee,Yes,Couple with no dependent children,More than 5 years,Metro
1472,1956,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Legal, Social and Welfare Professionals",I am the only employee,No,Couple with no dependent children,More than 5 years,Metro
462,1982,Female,Other Services,Personal and Other Services,Community and personal service ,Sports and Personal Service ,I am the only employee,No,Couple with no dependent children,More than 5 years,Metro
275,1987,Female,Information Media and Telecommunications,Broadcasting (except Internet),Professionals,Arts and Media Professionals,More than 200,No,Couple with no dependent children,More than 5 years,Metro
1428,1958,Male,Information Media and Telecommunications,Broadcasting (except Internet),Professionals,Arts and Media Professionals,More than 200,NA,Couple with no dependent children,More than 5 years,Metro
731,1975,Male,Public Administration and Safety,Defence,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro
1419,1958,Female,Financial and Insurance Services,Finance,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
186,1989,Male,Financial and Insurance Services,Finance,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro
197,1989,Male,Financial and Insurance Services,Finance,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro
483,1982,Female,Financial and Insurance Services,Insurance and Superannuation Funds,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
199,1989,Male,Financial and Insurance Services,Insurance and Superannuation Funds,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro
1113,1965,Male,Financial and Insurance Services,Insurance and Superannuation Funds,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
1454,1957,Male,Financial and Insurance Services,Insurance and Superannuation Funds,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro
510,1981,Male,Retail Trade,Other Store-Based Retailing,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
1475,1956,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Business, Human Resource and Marketing Professionals",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
1334,1960,Female,"Transport, Postal and Warehousing",Air and Space Transport,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
485,1982,Female,Financial and Insurance Services,Finance,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
114,1991,Male,Financial and Insurance Services,Finance,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
1084,1966,Male,Financial and Insurance Services,Finance,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
1488,1956,Male,Manufacturing,Food Product Manufacturing,Managers,"Chief Executives, General Managers and Legislators",More than 200,No,Couple with no dependent children,More than 5 years,Metro
1114,1965,Male,Manufacturing,Furniture and Other Manufacturing,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
173,1990,Male,Other Services,Personal and Other Services,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
1055,1967,Male,Information Media and Telecommunications,Telecommunications Services,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
1010,1968,Female,Financial and Insurance Services,Finance,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Couple with no dependent children,More than 5 years,Metro
1080,1966,Female,Education and Training,Preschool and School Education,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Couple with no dependent children,More than 5 years,Metro
649,1977,Female,Health Care and Social Assistance,Social Assistance Services,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Couple with no dependent children,More than 5 years,Metro
667,1977,Female,Health Care and Social Assistance,Social Assistance Services,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Couple with no dependent children,More than 5 years,Metro
1501,1955,Female,Health Care and Social Assistance,Social Assistance Services,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Couple with no dependent children,More than 5 years,Metro
1484,1956,Female,Arts and Recreation Services,Sports and Recreation Activities,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Couple with no dependent children,More than 5 years,Metro
410,1984,Male,Information Media and Telecommunications,Telecommunications Services,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Couple with no dependent children,More than 5 years,Metro
376,1985,Male,"Transport, Postal and Warehousing",Air and Space Transport,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
121,1991,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro
1231,1962,Male,Financial and Insurance Services,Finance,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
1432,1957,Male,Retail Trade,Other Store-Based Retailing,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro
1451,1957,Male,Manufacturing,Petroleum and Coal Product Manufacturing,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro
1358,1960,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro
1362,1960,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,NA,Couple with no dependent children,More than 5 years,Metro
698,1976,Male,"Transport, Postal and Warehousing",Warehousing and Storage Services,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
973,1969,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
1406,1958,Female,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,No,Couple with no dependent children,More than 5 years,Metro
876,1971,Male,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
1135,1965,Male,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
1412,1958,Male,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro
