response_id,most_significant_barrier_1,least_significant_barrier_1,most_significant_barrier_2,least_significant_barrier_2,most_significant_barrier_3,least_significant_barrier_3,most_significant_barrier_4,least_significant_barrier_4,most_significant_barrier_5,least_significant_barrier_5,most_significant_barrier_6,least_significant_barrier_6,most_significant_barrier_7,least_significant_barrier_7,most_significant_barrier_8,least_significant_barrier_8,most_significant_barrier_9,least_significant_barrier_9,most_significant_barrier_10,least_significant_barrier_10
806,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
807,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
808,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
809,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
810,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
811,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
812,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
813,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
814,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
815,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
816,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
817,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
