response_id,remote_work_time_last_year,org_encouraged_remote_last_year,org_prepared_remote_last_year,remote_common_last_year,remote_permission_last_year,remote_collaboration_last_year,recommend_remote_last_year,preferred_remote_time_last_year,remote_work_time_last_3_months,org_encouraged_remote_3_months,org_prepared_remote_3_months,remote_common_3_months,remote_permission_3_months
1056,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1057,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree
1058,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1059,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1060,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
1061,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree
1062,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1063,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1064,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1065,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1066,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree
1067,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1068,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1069,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1070,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1071,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1072,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1073,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1074,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1075,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree
1076,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1077,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree
1078,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree
1079,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree
1080,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1081,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1082,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree
1083,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1084,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree
1085,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree
1086,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1087,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1088,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree
1089,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1090,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1091,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1092,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1093,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
1094,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1095,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1096,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1097,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1098,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
1099,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1100,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree
1101,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
1102,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree
1103,Less than 10% of my time,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree
